company_name,ID,rating,title,author,description
Abbvie,1bv548ev9akgofp0,3,Workload was continual and Friendly environment,Clinical Payment Specialist,"Experis is a temp agency I go through in order to work at AbbVie.  Experis offer benefits, but they are not good.  The medical insurance is high and there is no Paid Time Off. \r I\'ve worked at AbbVie through Experis for 4 years.  AbbVie is a good place to work.  There is always work to do and the environment is friendly and we have food all the time.  I am also thankful for the work/life balance at AbbVie and the casual attire known as ""Dress for your Day"".  We are able to wear blue jeans every day if we do not have a professional meeting."
Abbvie,1butni7c51d182km,5,Wonderful protective,SharePoint Senior developer,"Nice place to work , good team members, good place to work, learnt lot of things, learned team management, having fun working with the team. we find some time to play."
Abbvie,1buh2k77o1ah97qc,5,Wonderful company with a rich employee culture,Senior Manager,Cares about their employees with amazing benefits and pay. This is a wonderful company to work for. They also have a stable work environment and rarely lay people off.
Abbvie,1bugmfmtg1ahh3ch,2,A typical large company with some extra downside,Sr. Manager,A typical large company to work for.  Many great people within the business and there are many good managers and VP's.  But the culture is a decade behind and the management at large generally sees no reason to change course.
Abbvie,1buchdam71ai27mj,5,Research Information Specialist,Research Information Specialist,Learned Computer Operating System's. \rProvided Leadership and Management Skill's. \rDiversified workplace where people managed to work together. \rExcellent company.
Abbvie,1bub9cbd4ak55bmp,5,Great opportunites to advance.,Payment Specialist,AbbVie is a great place to work and to help with improving the life of people with life threating illness. AbbVie saves lives everyday and extend life.
Abbvie,1bu0tn0pvak5091n,5,a great place to work and amzing benefits,Customer Service Representative,My area was a great place to work and amazing co-workers and management.  I would recommend this place to anyone looking for a great place to work Thank you for the best 27 years
Abbvie,1bthj40hgakcn8km,3,"Excellent benefits, culture not well-defined",Manager of Operations,"Management disorganized and does not provide clear direction. In theory, teamwork encouraged, but not practiced. Company provides excellent benefits, but number of vacation days could be better."
Abbvie,1btd1j7ij1d0b6qg,4,"People, Passion, Possibilities",Project Management Intern,"Interning at AbbVie was much more than I could have expected. The people who work there are truly passionate about what they do, and they really ENJOY coming to work."
Abbvie,1bt878dgc5j6tb2d,3,Good environment to work,PM / Sr. Analyst,Some management team members are very nice and really qualified for their position where as someone at the management level just become manager as they spend few years in same company. Some doesn't deserve to be at their post with the kind of knowledge they have.
Abbvie,1bt7hrp21ak4m93p,5,Workplace culture,Administrative Assistant,"We work very hard here at Abbvie, but the company takes work/life balance very serious. Management encourages you to take time off to recharge. They're also very flexible if you need to alter your schedule for family, such as doctor appointments, baseball games & recitals."
Abbvie,1bt4leiqr1agq35n,2,Terrible culture,Senior Scientist III,"Lots of people are just interested in keeping there little kingdom in power.\r Goals are set for project transitions.  Projects transition and then are stopped.  Goals are met, bonuses are handed out but not much is getting to the patients."
Abbvie,1bt29appj1ai90jb,4,Sum,Pharmacovigilance & Medical Information Specialist,"management in the contact center is poor, not transparent, micromanaged, constant last minute changes, retaliation for speaking to hire up management, poor computer systems, unrealistic expectations"
Abbvie,1bst4p1is1bgc2t5,3,It was an interesting opportunity,Business System Analyst / Project Manager,I was mainly responsible for change management of all the mobile applications and consolidation of different MDM solutions. I designed an application to automate a lot of the the change management controls.
Abbvie,1bsqi4tq5aqgjdn8,5,Contract Position,Administrative Assistant IV (Contactor),"Support Staff - Contract here at AbbVie, no benefits, paid holidays or vacation.\r -great culture\r-not a structured environment\r-hard to get things done\r-no on the job training\r-admin staff do not communicate"
Abbvie,1bsjbv7k55naf9hp,4,Great work life balance,Rheumatology Business Specialist,Great career path and opportunity to continue learning. Very lucky to have had the most amazing managers in the east coast. The work-life balance was great and compensation and benefits were really fair.
Abbvie,1bsjajuhcas34e7q,4,"Good at times, other times stressful.",Boiler Operations Group leader,Challenging. A do more with less environment. Needed a more comprehensive training program due to merging with a Waste treatment department. Acquiring many personnel  with no Boiler operation knowledge or desiring to learn.
Abbvie,1bs8o2o9sakaub7f,2,A Place to Start,Clinical Study Associate,Offers an opportunity to get familiar with Clinical Research and Pharma.  Little opportunity to move upward and out of the dept within company.  Mgt is lacking.
Abbvie,1bs8gmu4q5j6baam,5,na,Lead District Manager - New York Region,Great company with a strong leadership.  fun atmosphere and excellant benefits.  Humira is the statr product and is fun to sell.  Company has travel requirements but the company card and gas card help alot.
Abbvie,1brphvkfias2vck5,4,Okay place to work,Associate,It's a boys club which makes movement upwards difficult as a female.  The company itself is also stuck in the 90's and wants to innovate but cant see a way clear to vis its own stricturesz
Abbvie,1brp1c4h152ue8ri,4,Excellent place to work,Clinical Data Manager,"AbbVie is a conducive work environment, that took the wok place health, and wellness of its workers into cognizance. With highly innovative staffs and management."
Abbvie,1brmjlk985nabb9h,4,Excellent Culture,Human Resources Manager,Culture like no other! Flexible working hours but a lot of stress!! \rLove their ambition to grow!! Would recommend it to anyone who is willing to give their best and wants a career.
Abbvie,1brhc86lr5j65ah2,3,No work,Administrative Assistant II,"I had little work, days were long with nothing to do.  I had to reach out to other areas for work.  Work culture was nice, laid back and great staff. Everyone was friendly."
Abbvie,1bqree3rs52tud27,3,Mundane compared to my experience at Incyte,Sr. Research Scientist,"Job was mis-represented.  There job requirements were parochial compared to the level of responsibility that I was used to.  Also, there was little to none opportunity for career advancement."
Abbvie,1bqdiji44as2185j,3,Great People,Project Manager,Typical big company culture.  The company values its employees and is prone to providing lunch during working meetings.  Pace of IT development is slow compared companies doing Agile development.
Abbvie,1bq98pj8maqhtfb1,5,Good Place To Work,Manager,overall good benefit with pension\rgood vacation\rpoor management at times with abbott mentality\rgood work life balance depending on the department\rgood people
Abbvie,1bq60chfv52tod4d,5,Great place to work!,Protein Maker,"Abbvie has great people working for them! Clean, safe top notch equipment also help in making this an excellent place to work.  \rGreat in-house food.\rSecurity top notch.\rWinter time street is clean and safe to travel on"
Abbvie,1boo8mpn5brdb82e,4,Nice job excellent benefitd,Senior Sales Representative,"Micro managed reps, poor middle management, excellent resources, lots of people with a lot of experience, flexible work schedule, territory routing designed by reps, ability to do extra work for extra recognition"
Abbvie,1bo96adqeb815dbf,5,Very productive and fun workplace!,Intern,Very productive and can move around in office and have a variety of tasks to complete. Very warm hearted and sweet co-workers. There is a lot to learn and so many things that you can participate and contribute to a comfortable workplace to work in!
Abbvie,1bo67i2ooakgqbs8,5,Well Defined Culture and Great work life balance,Talent Development Specialist,Great opportunities! Great Benefits. Some employees ride the coat tails of others without being held accountable. really have to own your own career and look for your next career move.
Abbvie,1bnpcebvuakch8bp,3,New Employees Be Warned,Analyst,Excellent company if you don't mind working mindless hours with poor training opportunities. Please take a moment to review the financial health of this organization before you decide to make any type of commitment. They will likely ask you to sign a Do Not Compete contract as a condition of employment.
Abbvie,1bnlkbm1v1aia37a,4,Document Management,"Clinical Documentation Associate, Immunology",I have learned the balance between working directly with clinical sites staff and making sure they are efficient and capable to conduct research. The culture of the environment does not lack the tension of micromanagement but with some managers micromanagement isnt there at all. The wonderful part of the position happens when you are able to open clinical sites knowing that patients will be helped.
Abbvie,1bn8rjrl9as16drt,4,good company with ok benefits.,Contractor,"good company to work for, the health benefits were ok,but overall,a good company to work for. The managers were good and took care of everything that was needed."
Abbvie,1bn7j5moraqh4bdc,3,"Great benefits, fast-pace",Purchasing Agent,"I negotiate contracts with vendors, work cross-functionally with legal, risk management, finance, and  many other areas within the company. Each day is fast-paced, stimulating work, interact with internal and external clients. The hardest part of my job is trying not to work more than 10 hrs. Per day. The most enjoyable part of my job is being able to contribute to the success of our company."
Abbvie,1bmiot33nakgtei5,5,AbbVie Review,BTS Intern,"Being apart of a company that truly cares about their culture and fosters career development is not something you will find all the time. luckily AbbVie does, but not only do they care about their employees but their patients as well! 10/10 recommend!"
Abbvie,1bmhrl0g9aqgq8j7,1,"No work,life balance",Pharmacy Technician/ Insurance Analyst,"Pharmacy Solutions is high school in repeat, not what you know , but who you know in order to advance. They want every employee to look, and act the same- the company treats people that are not yes people horrible."
Abbvie,1bm2e4ovvas0p9iu,4,great,Patient Care Coordinator,"Great place to work, Awesome Staff. The Patient assistant Program needs a little work with the management and leads but other than that ABBVIE overall is a good company."
Abbvie,1blstfijjbrcrfsm,4,Flexible work shifts.,Clerk I,"Worked at Documentation Center and performed all phases of clerical duties: records retention process, scanning, filing, data entry, reports, etc.  I learned a new program: ""Archive Transmittal System"" ."
Abbvie,1bktttu26aka095m,5,Great place to work,PATIENT ASSISTANCE COUNSELOR,"Typical big pharma environment. Lots of room for advancement if you market yourself. Environment is both competitive and collaborative. As with any role in any company, it is what you make it. If you are willing to work hard and move outside the box, you will create your own opportunities."
Abbvie,1bkpaa012akhjal9,3,Great place but..,Employee,"Working there was great.. Til management changes and they change everythingrything not knowing anything about what the job is and just sit back til it is time to leave for another role and then the next airhead comes in and does the same thing all over again. Management seems to change every year and it is always young college interns who become management.. Job advancements use to happen often but now with all the changes happening it is very hard to near impossible unless you do some major butt kissing and licking it seems. Also when people leave the company they don't hire any replacements, you are expected to pick up their slack and forced to work overtime often at times."
Abbvie,1bkmll239aqhfftm,5,Great place to work,Scientist,"Lots of room for new ideas and projects. Management is very relaxed and allows you to explore your ideas, bring up questions, comments, or concerns without repercussions."
Abbvie,1bkmepl9cakhjenk,5,Fruitful Career,Infrastructure Release Manager,I worked for Abbott/AbbVie for over 18 years and had a very rewarding and successful career. The work was always challenging and interesting.  The resources that AbbVie engages are professional and top tier.
Abbvie,1bkl2ttssakhjfj9,3,"Strong products driving growth, culture in progress",Director - Marketing,"The silos are hard to break down at AbbVie and the Sales focused culture is hard to see shift into a marketing culture. If you're looking for a great marketing position, do your homework and see if they value your skills. Most of the top ranks are very successful sales professionals. Nothing wrong with this but not for everyone."
Abbvie,1bk9kpnq15nd6a0l,5,Friendly environment,Administrative Translator Consultant Contractor,"I had the opportunity to work at Abbvie in Worcester, MA in an occasion of a international inspection. Even though it was a temporary position I had the chance to meet people from different departments, and have an idea how the company function in a daily basis."
Abbvie,1bk2bjq60aqh898j,5,AbbVie,Quality Assurance Specialist II,"Loved working here, relaxed environment but everyone cared about their work quite a bit.  Everyone was really nice and easy to get along with here, and my manager was incredible, hardworking and very understanding.  Loved it here."
Abbvie,1bjpu4p3u5j54et2,4,Nice place to work,Administrative Assistant (Temporary),It is a nice place to work. Very professional environment. Manageable work load. Very friendly like. Nice working experience overall. Will work here again.
Abbvie,1bjns7v4jak95dbc,5,Outstanding Company,HR Manager- Reward and Recognition,"Outstanding Company  with excellent benefits, culture, and room for growth.  Had a cooperative boss and a supportive VP in my role. They were very fair in my severance package."
Abbvie,1bjm8j0brak5bcoq,5,Productive and Inspiring,Clinical Research Nurse,"I love working here in Abbvie. Aside from the excellent compensation and benefits that the company provide to its employees, it also provides a culture of respect to one another, inclusion and growth that I did not experience in the past. The company also make sure that we are all updated with the needed education in order for us to be effective in what we do for the pursuant of our company's goal."
Abbvie,1bjd6do271bg956s,5,Productive and good environment to work.,Lab Analyst,Abbvie is a good place to work. A lot of skills and techniques are trained prior perform testing.  Safety is #1 priority; ensure that our products provide good quality and quantity to patients.
Abbvie,1bjadraq7aqgvdl9,4,Fast Paced Culture,IT Infrastructure Program Manager (consultant),"AbbVie's culture is fast-paced, but flexible and allows project managers to work with a great deal of autonomy. The projects are interesting and offer many opportunities to learn."
Abbvie,1bj7ubjipak8seje,5,Positive work environment,Sr. National Training Manager,"Good people, challenging work, strong culture.  Very siloed.  Hard to move from one franchise to another.  The Sales Training Manager role was a dead end position."
Abbvie,1binc7fpcb82ff7n,5,Good benefits and pay,Coordinator,"Fast paced, work hard and sometimes long hours.  Worked there many years and knew I had it good.  Would work there again if it wasn't so far away.  Not much training, need to be self starter."
Abbvie,1biig705k0mtt3st,3,Abbott seperation challenges,Regulatory Affairs Manager,Excellent senior leadership. Good products and pipeline. Challenged as any large organization is to evolve and change. Work environments vary by management experience levels.
Abbvie,1bihjd3n3b852d2p,3,Work Life Balance,CSS,"We often talk about work, life, balance, but when it comes down to it, it's very difficult to do with this company.  Great pay, but it comes at a cost"
Abbvie,1bih8rk9takcqd8g,2,No comments,Professional Clinical Nurse/ Case Manager,Currently in the department that I work there have been some on and off turmoil.  The moral is low at the current moment.  It is hard to advance.  I do enjoy the work that I do.
Abbvie,1bid729o7aqglbvc,5,Its a prestigious company,Clerk,"Was a excellent opportunity, the company care about employee satisfaction, safety and benefits. From the beginning, the supervisor offered training with special treatment and always accessible."
Abbvie,1bicq0dn9akclfdf,5,worklife balance,Human Resouces Customer Service III,I love the culture and the flexibility to work from home allowing me to spend more time with my loved ones. I also like how they allow all employees to seek informational from different department allowing you to learn more about the company and how each department works.
Abbvie,1bicl74i2as0lfrd,4,"good work life balance, nice work culture","Summer Intern, Market Analytics Business Insights","good work life balance, nice work culture, open and honest management, good benefits and perks, flexibility to move across organization , excellent facilities in the office for employees"
Abbvie,1bi22dlm7as0iaak,5,Great work/life balance,Senior Administrative Assistant,Has afforded me the opportunity to work and take great care of my family. Great place to work. Very family friendly. Very flexible. Wish there was a site in TN.
Abbvie,1bga681bpakd1fbm,3,Meh....Average company. Average culture.,Senior District Manager - Lupron/Androgel,pay is below average but they make do offer a profit sharing and bonus structure.\r Company culture is average. Used to be a big company with small company culture.  Not any more.\r has had a few failed launches recently.
Abbvie,1bg6cvnphakcudde,5,AbbVie,Product Complaint Analyst,"I love being an employee of AbbVie.  The benefits and pay are great.  We do a lot for the community, which is why we are known for our great / diverse culture."
Abbvie,1bfo2a1qcak8ueo7,3,Tough environment to work,Lab Technician,"Regulatory changes are making this a difficult place to work, combined with only an average training program and poor management, create an environment that is difficult to succeed in."
Abbvie,1bfafar1raqghbsl,5,Great Work Environment,Business Analyst,The culture and diversity here at AbbVie is awesome and great!  The management team awesome and we follow our core values as whole.  Everyone works as a team and a family.
Abbvie,1bf9cbfu81fdl4fd,5,"Inspired, accomplished, motivated.",Pharmaceutical Representative Cardiovascular Care,"It was a great time while it lasted. They took a chance on a new guy like myself and I was able to finish as the #1 performer in my region. \r Daily plan was largely left up to me, and became very good at creating a plan of action in order to accomplish my goals. \r We were given a ton of tools to be successful and saw nothing but encouragement from my management. \r Sales meetings were done on a large scale, however the whole team always made every single rep feel like a special individual. \r District manager would ride along with you once every week or two based on your performance."
Abbvie,1bf2sv7bkakcgahp,5,ambiente de trabajo ameno,Clerk,"trato excelente, equipo de trabajo, supervisora comunicativa y eficiente trabajan sin supervicion se ayudan los unos a otros"
Abbvie,1beo0g7781bae37g,5,Great work place and team,Clinical Medical Services Specialist,Continuous restructure to the quality system of a young company. Be prepared for unexpected changed. A lot of mentality from the older company and not everyone is open to change
Abbvie,1beguns541ah31d3,5,Awesome place to work,Operations Support Specialist,The new building has very neat features. The new parking lot makes it much more convenient to get to work in the cold. Everything is always so clean and everyone is really nice.
Abbvie,1be5qqkn61ba245n,4,Good work place,Project Engineer,"At Abbvie barceloneta, the engineering department is nice great people and good workplace culture. \rthe most enjoyable part of the job is the people.\reveryone is very kind and humble. and the management also is  very efficient."
Abbvie,1be4mn9sk5ne6cgd,5,Great culture that has a small company feels despite its size,Project Manager - US Field Operations,My internship experience was amazing and they seem to be making a push to develop young talent within the organization. This has been a great start to my career. The hardest part of my job is having to make decisions when the facts presented fall into the grey area. You have to think quickly and make a decision with less than complete information.
Abbvie,1bdi4uu7kaqhhcl6,4,Great place to work,Business Manager,AbbVie is a great place to work.   There are many opportunities to get heavily involved in advancing the science and the culture is very positive.  I am privileged to work with such a great group of people.
Abbvie,1bd8el7umakhdekp,3,Good Company.,Sr. IT Project Manager,This is a good company to work for! Great benefit package!I would recommend it to my freinds.  Some locations are more modern then others. Waukegan is nice.
Abbvie,1bd0on66uak9lahl,5,Professional Medical and Research Company,Chemical Stockroom Handler,"Great management, flexible for family needs. 8 hour work days, plenty of opportunities for overtime. Plenty of room to grow in the company. Definitely a company you can build a career around."
Abbvie,1bcv9h0idak5h8i8,5,Job Work/Life Balance,Business Analyst,AbbVie is very in-tuned with work life balance with letting employees work remote when needed to be able to stay at home and work if you have a sick child or husband/wife/mother and or father. The hardest part of the job was the long commute the early hour to leave to avoid heavy traffic and weather.
Abbvie,1bcrgle0mas1fap2,5,Great Place to work,Sr. Finance Manager,"Great Place to work, limited growth opportunities given recent wall street pressures to cut cost and increase profit margins. Always a push for agility and challenging the status quo."
Abbvie,1bcp0j1khbrdhdl7,3,Healthcare Compare,Bio-pharmaceutical Account Executive in Immunology,A typical day requires 5 doctor calls on rheumatologists.\rI learned all of the competitors.\rManagement and work culture are not very supportive\rThe hardest part of the job was not enough doctors to call on
Abbvie,1bcnsbtj6ak5bcmm,3,Solid company,"SR SALES REPRESENTATIVE, IMMUNOLOGY",I worked at Abbott for many years prior to the company becoming AbbVie. The culture and focus of the company changed dramatically when the company became AbbVie.
Abbvie,1bcdd7h2d5n95c4j,4,Well-managed company with brilliant products,Communications Specialist,"AbbVie was created when the federal government required Abbott Labs divest the pharmaceutical side of its business.   Over the course of several years, people were assigned to one side of the company or another and the company was physically and virtually separated into the two entities.  \r A monumental task (keep in mind they are global) that was carefully and artfully handled in a successful manner on time (tho not necessarily on budget ... but, still.)"
Abbvie,1bca3c9ru52t3c5p,5,it is a very productive and healthy culture for work,"Brand Manager, and Sales Manager","responsible for ensuring that the products, services and product lines that fall under their domain resonate with current and potential customers.\rcontinuously monitor marketing trends and keep a close eye on competitive products in the marketplace. \rregularly meet with clients and senior management, and they oversee a team of junior marketers.\rdeveloping, implementing and executing marketing initiatives and activities for their particular brand. These initiatives and activities include campaigns (print, web, social media, broadcast, etc.), events, corporate responsibility programs and sponsorship.\rmanaging and developing P&L and driving market growth."
Abbvie,1bbres4u9b851eo7,4,Rich Culture and All-Inclusive Atmosphere,IT Project Manager,Abbvie Stemcentrx is a great place to work.  The environment embodies that of a productive positive place to grow within its industry of Biotherapeutics.
Abbvie,1bbmjpcssak52co7,5,Practice,Operator,Industrial Engineering Practice\r\xe2\x80\xa2\tManufacturing Process\r\xe2\x80\xa2\tValidation Process\r\xe2\x80\xa2\tCompounding Area\rVery good work experience and partners of work i learned too much there
Abbvie,1bbk51ou4akcsac5,5,Good place to work,Done duty as front-line support technician,I learn lots of things at this place. There are lots of challenges and new learning involve in day to day work. Everyday meeting new people and communication is plus. Only thing is that they do not have permanent position at this job. It has been contract for 9 years.
Abbvie,1bbap94lnbrch9gr,4,Collaborative,Project Coordinator,Professional and qualified employees that are driven and friendly. A company that fosters an innovative culture. The site still maintains a startup feel.
Abbvie,1bb7kl8gab88k9v1,4,Exciting company to work for,Senior Scientist,Stemcentrx was a very exciting company to work for. Everyone was working hard and great progress were made. Management was sharing all data from research to clinical. However the culture has changed dramatically since the company was bought by Abbvie.
Abbvie,1batm0ppl1ahr75i,5,Great Company,PCC 2,Enjoy everyone I work with. I think we have a great work life balance. The leadership cares for employees and they share their vision with us. They are transparent.
Abbvie,1baopfuoo1fdt79v,5,Excellent culture,Associate Scientist I,"The culture at Abbvie is very good. The higher-ups are open and transparent and the All for One, Abbvie motto is true to its name. It is very easy to reach anyone."
Abbvie,1bao83gu01bgf1na,3,What I learned from AbbVie,IT Technical Specialist,"I learned all of what I know about the Pharma industry and LIMS with the company.  I enjoyed my 14 years at Abbott/AbbVie.  Sadly, I have to move on from there."
Abbvie,1bannjuio1ags4up,5,A great company to work for.,Humira Team/ Backup Line Supervisor,A passionate and innovative company that dedicates itself to high-quality products and new technologies to help people worldwide. Throughout the years I have not only grown in the company but myself as an individual. Working here has given me constant challenges with which to improve upon myself and made me a more well rounded individual in both critical thinking skills and leadership abilities.
Abbvie,1bagjjl1f0mtj0dl,5,Awesome company to work for,Neuroscience Specialty Representative,"Representatives are well compensated based on performance.  One of few companies that still offer pension plans, profit sharing and great benefits.  Management was great and corporate culture was good as well.  Loved it."
Abbvie,1ba1csm2uas1je2g,4,Good place,Senior Manager,Its a nice place but lot of laid back culture and good compensation and benefits...but the management is a bit challenging and very old school thought process. \r The best part is surely it gives global exposure but the challenging part is the management politics and too many stakeholders to satisfy. Also due to their culture aggressive folks may find difficult to adjust.
Abbvie,1b9uq6tbbas1ja1t,5,Productive Work Place,Clerk I,It was a very challenging experience.  Working with the pharmaceutical I adquired new knowledge regarding to the documentation specifications and all the security methods and standards which the employee has to learn on the industry.
Abbvie,1b9oiepfab84jcdn,5,Abbvie is the finest places to work for.,Salesforce Developer,"Hey, I am so happy to work for Abbvie, It;s finest places to work for.\r Abbvie is a pharmaceutical company that discovers, develops and markets both biopharmaceuticals and small molecule drugs. It originated in 2013 as a spin-off of Abbott Laboratories."
Abbvie,1b9mga48rakhaerk,4,Great place to work,Patient Care Coordinator,"Working for the patient assistance program is very rewarding. You have the ability to help so many people on a daily basis and you can tell they appreciate our services so much. My only complaint is the lack of hands on management. Supervisors are gone a lot due to their own personal issues. It's a newer division so they're trying to get their bearings, but it's was a very long process so you'd have to be patient as they work through technical kinks in measuring your metrics if they still don't have a handle on it."
Abbvie,1b9gqf0evaqhnf7p,3,Proactive and Accountability,"Administrative Assistant III, RQS","This company requires their employees and contractors to be proactive and be accountable with every decision ones make, which really pushes us to excel in every area of our expertise."
Abbvie,1b9cd260i5nare6q,4,Great people to work with,National Sales Trainer,"I""ve had a great career working at AbbVie. The culture is really familylike. Have bene happy for over 13 years. The only holdup is that the corporate office is located in Chicago. It may not be feasible to relocate."
Abbvie,1b94ju9jmakh7bdk,5,Excellent employer,Senior Clinical Safety Analyst,"Each day I would access the data for the assigned clinical research study and review the data entered for safety.\rI expanded my Word, Excel and Powerpoint skills.\rManagement was excellent and access was exceptional.\rThe workplace was invigorating and motivating.\rMeeting or exceeding timelines for job responsibilities.\rKnowing that I was a part of enhancing pharmaceutical product to reach the public for use in disease treatment."
Abbvie,1b8n0l5epakcvf5r,2,Low pay for tons of work,SUPPORT OPERATIONS ASSOCIATE I,"Limited transparency, low pay, high workload, great work life balance. Every man for themselves, job security rocky, that's about it"
Abbvie,1b82ga97sak8jf2q,4,Great people to work with,Lab Technician Jr,I would prepare and qualify media needed for the day or week depending on when the analysts needs them for testing. \r Analyzed the free water activity levels of the products to ensure they are below the threshold for bacterial growth. \r Kept track of inventory and organized the stock room to make sure the labs were stocked to prevent any delays in testing.
Abbvie,1b7papdt2aqgva01,4,"Great culture, excellent mgmt.","Director, M&A, Corporate Human Resources","AbbVie offers an environment that is collaborative, productive and team oriented.  The culture inspires teamwork and an all for one mentality.   Great place to work."
Abbvie,1b7ep9lt41d14495,5,Excellent place to work!,Planning and Shop Floor Control Section Manager,Excellent place to work!!  Worked there for 29 years.  Unfortunately was impacted with downsizing strategy.  Was filled with many professional growth opportunities.
Abbvie,1b74b9lv45n94amd,5,Excellent Pharmaceutical Company to work for.,Research Information Specialist,Prepare to start your work day by collecting your data from various work loads and began Cataloging and Archiving the Data to place into a SIRSI Database Computer System. \r Learned how to become a team player with diversification and various cultures working as a team player in a professional environment. \r Management offered excellent atmosphere where you enjoyed coming to work. Outstanding relationships that will last throughout a life time. \r Workplace culture was diversified. Pleasant surroundings. \r Meeting the deadlines was the hardest part. \r Working with excellent peers and learning how to get along with each other.
Abbvie,1b6ug8nt45nd4d1i,3,AbbVie,QA Training Specialist,A great place to work but not the only place to work.  The company offers many unique opportunities and benefits but there are some downfalls with inexperienced management which could affect your life and work environment.  \r The hardest part of the job is the politics and favoritism played against non-degreed yet experienced employees by some areas of the company.\rThe most enjoyable part of the job was the people I worked with although many are of the new culture who must be rewarded for doing their job beyond accepting their generous compensation package.  Folks who must be recognized with participation trophies or they feel abandoned and repelled.
Abbvie,1b6sntghvas1fbo7,5,working with responsable and good people,Manufacture operator,Im interesting in working for this company because of the high cuality\rof products and benefits that offers. I'll be proud to be part of abbvie's\remploee's. thank you
Abbvie,1b6ps7l1kbvuv8pp,3,Abbott is a good working environment,MSP Resource Manager/Talent Acquisition Specialist,"I enjoyed my time at Abbott very much, they are my client. My employer is TAPFIN, a ManpowerGroup company, a very negative working environment, they expected a lot from the employees but no appreciation. They were the worse employer I ever had, had to work so hard but in the hostile working environment."
Abbvie,1b6pigq8nas1canh,5,good place.,Assisting in troubleshooting of LAN\WAN issues,most enjoyable part of the job was our manager was just like a friend he helps you when ever you need him he never shows attitude.my work place was very good and easy to travel and all the co workers were great.
Abbvie,1b6l79sd95ncu9lb,4,very nice place to work with scientist as a team,Senior Scientist II,"collaborative, all for one abbvie\rbut lacks to transparency and trust, there is so much for red-tape in the company. \rOnly talkative people have better future in here."
Abbvie,1b6khg5b4akgub0c,5,Great Place to Work!,Summer Worker,I worked in a lab in the formulations on the Duodopa project. I loved the work and loved the people I worked with. Everybody has a science education and is very smart and dedicated. It is a very motivating and enriching environment.
Abbvie,1b6darvg9as18anr,4,Prestigious Workplace,Quality Control Technician,"Very Challenging work place, after training versatile employees are the result of multi-task environment. Great Outdoors. Great and very complete plant."
Abbvie,1b671sq3a1ai641c,5,Great Place to Work!,Administrative Assist to VP of Specialty,Abbvie is a rewarding and fulfilling place to be employed. We helped build Women's Health Therapeutic Are Portfolio Strategy and Pipeline Assets. Abbvie pushes you to be the best and be a success in every role obtained within the company.
Abbvie,1b5vv8bs5ak4p855,3,Great Life Long job,Account Manager,If you are looking to work with a company and stay for a really long time this company is a good fit.  Most employees have been here for well over 10 years.  \r There are many layers of ineffective managers. Some are great people and some are not so great like most places.  The main issue I feel is that you are promoted to management because of the number of years you have put in not necessary because of a certain skill set. \r Each team has its own identity. If you find a good team then working here will be great.  There are lots of opportunities to improve.
Abbvie,1b4uhbac7aqic89l,4,Good Work culture and management,SAP Security Analyst,a typical day at work - No\rWhat you learned - Projects end-to-end handle.\rManagement - good\ryour co-workers - good\rthe hardest part of the job - Audit\rthe most enjoyable part of job - projects
Abbvie,1b43rsbpras3scbv,3,Growth,Reimbursement Insurance Analyst,Good company to work for but no room for advancement. Extensive mandatory overtime requirements and management is not available at times. Need more room for growth and needs to staff according to demand.
Abbvie,1b3vhfbfnakajenc,4,"Decent benefits, flexibility, fast paced",Departmental Logistics Coordinator,"Solid company w/ strong performance track record. Very competitive culture, needs to work at change management. Patient centered environment across all areas."
Abbvie,1b3qqfjdqak56ff8,3,Not too familiar with the company,"Business Analyst C, PPD (Commercial IT)","I was working for AbbVie as a contractor for 6 months only. The environment is nice and they have pretty good benefits. If you're a contractor, you will be sharing a cube with another contractor."
Abbvie,1b3pvh4cdakajdlj,5,Fun easy going place to work,Associate Scientist I,"It is a pretty good company to work for, they understand the work/personal life balance.  There are plenty of opportunities to advance, and they are open to suggestions you have to better the company.  The benefits are a huge bonus."
Abbvie,1b3firj1j5ndidfl,4,One of the best place to work,Java/J2EE Developer,Very unprofessional staff...management does not do anything when incidents are reported...energy draining environment...performance is not considered when raises are given out everyone gets the same amount..
Abbvie,1b3d65k00akabfa0,3,Okay place,SUPPORT OPERATIONS ASSOCIATE I,"low pay and no growth opportunities to move around, great work/life balance. Upper management is okay. Okay place to work. Not a career."
Abbvie,1b2pc25taas2rfmr,5,AbbVie,"Manager, Information Technology",AbbVie is the best place I have ever worked.  They are on the forefront of addressing some of the most debilitating and devastating diseases.  Their culture is phenomenal and their benefits are great.
Abbvie,1b2hlrmjuas2ibms,4,AbbVie,Regulatory Affairs Intern,I had a great time working at AbbVie. For an intern right out of high school I had a lot of freedom which was nice. Could have used a few more structured projects but it was good.
Abbvie,1b21v02a60mcm16p,5,Family work enviorment,Lead Phlebotomist/Research Technician,Very nice polite people. A lot of new faces. Co-workers are very much have drama. Hardest part was remembering all of the protocols. Most enjoyable was Neal Schroder.
Abbvie,1b1sqdkh40mcm04u,5,Great place to work at,Operations Summer Engineering Intern,"Had an amazing experience working with the company, the employees and everyone at the company were very friendly. Very easy going workplace, everyone was available to help."
Abbvie,1b1lqcmfj52vv9eb,5,AbbVie is great!,Biologist III (Contract Scientist),AbbVie values its employees. \r Provides opportunities to grow and connect.\r Managements try their best to listen to employees and provide solutions. Projects goals that are inspiring and motivating.
